100.,2.,15.,0.04121857993198462
100.,2.,20.,0.030600332378167307
100.,2.,25.,0.024333150055381714
100.,2.,30.,0.02019704270381279
100.,2.,35.,0.017262887510929914
100.,2.,40.,0.015073183093410063
100.,2.,45.,0.013376486061018024
100.,2.,50.,0.012023135685844136
100.,4.,15.,0.1268305682251495
100.,4.,20.,0.09297358334134724
100.,4.,25.,0.07339419345835776
100.,4.,30.,0.06063010344827253
100.,4.,35.,0.05164929284571724
100.,4.,40.,0.04498642258359604
100.,4.,45.,0.03984650619999856
100.,4.,50.,0.03576085850538405
100.,8.,15.,0.2528968698418402
100.,8.,20.,0.18254373129301524
100.,8.,25.,0.14286331859782894
100.,8.,30.,0.11736909690475586
100.,8.,35.,0.0996021356162934
100.,8.,40.,0.08650979566176849
100.,8.,45.,0.07646091077008323
100.,8.,50.,0.06850440048038293
100.,16.,15.,0.41826642239256834
100.,16.,20.,0.29628097561151484
100.,16.,25.,0.22954872017196276
100.,16.,30.,0.18740138678397925
100.,16.,35.,0.15834978524877047
100.,16.,40.,0.1371053311312781
100.,16.,45.,0.12089134738309747
100.,16.,50.,0.10810912956880527
100.,32.,15.,0.6271018911008723
100.,32.,20.,0.43403575174353376
100.,32.,25.,0.3323292394770711
100.,32.,30.,0.26937263464792244
100.,32.,35.,0.2265198739950604
100.,32.,40.,0.19545213668602562
100.,32.,45.,0.17188949659971914
100.,32.,50.,0.15340272918461761
100.,64.,15.,0.8892275945373717
100.,64.,20.,0.5977761006768547
100.,64.,25.,0.45137348682801237
100.,64.,30.,0.36288668049865136
100.,64.,35.,0.30351936515184674
100.,64.,40.,0.260894082934655
100.,64.,45.,0.2287904302627644
100.,64.,50.,0.20373458637638406
100.,128.,15.,1.222956583986812
100.,128.,20.,0.7915442820668045
100.,128.,25.,0.58783348469357
100.,128.,30.,0.4681857050072807
100.,128.,35.,0.38923844981366484
100.,128.,40.,0.333171235330657
100.,128.,45.,0.29126903619250744
100.,128.,50.,0.25875376451216736
100.,256.,15.,1.6628835092239025
100.,256.,20.,1.0220163004080534
100.,256.,25.,0.7438112819534693
100.,256.,30.,0.5860264953398115
100.,256.,35.,0.48391592200039235
100.,256.,40.,0.4122910808124965
100.,256.,45.,0.35922050201102135
100.,256.,50.,0.31829877754196517
100.,512.,15.,2.2824940412423
100.,512.,20.,1.2998661073888673
100.,512.,25.,0.9225243044436328
100.,512.,30.,0.7176648549175983
100.,512.,35.,0.5880852806798487
100.,512.,40.,0.498467199974311
100.,512.,45.,0.4326998075965934
100.,512.,50.,0.3823402121743412
100.,1024.,15.,3.2820054082389403
100.,1024.,20.,1.642690197414799
100.,1024.,25.,1.1286922717858225
100.,1024.,30.,0.8649185641512507
100.,1024.,35.,0.7025681106772635
100.,1024.,40.,0.5920940678688754
100.,1024.,45.,0.5118916761587425
100.,1024.,50.,0.450950183598845
200.,2.,15.,0.028670544506177842
200.,2.,20.,0.021293550506636522
200.,2.,25.,0.016936565968897664
200.,2.,30.,0.014059954797547927
200.,2.,35.,0.012018727795814498
200.,2.,40.,0.010495097517356467
200.,2.,45.,0.009314332742175723
200.,2.,50.,0.008372399227350256
200.,4.,15.,0.09790922625166606
200.,4.,20.,0.07184568810230055
200.,4.,25.,0.05674848243798939
200.,4.,30.,0.04689680171847506
200.,4.,35.,0.03996067472597082
200.,4.,40.,0.034812380567200825
200.,4.,45.,0.030839473602723787
200.,4.,50.,0.027680614766999217
200.,8.,15.,0.20521514155038148
200.,8.,20.,0.14839636994771838
200.,8.,25.,0.1162545682768689
200.,8.,30.,0.0955688449249234
200.,8.,35.,0.08113708903103609
200.,8.,40.,0.07049422783013043
200.,8.,45.,0.06232073908867472
200.,8.,50.,0.05584627408505617
200.,16.,15.,0.34924601007222067
200.,16.,20.,0.24810802666537535
200.,16.,25.,0.1925167785331209
200.,16.,30.,0.15731486001653378
200.,16.,35.,0.13301089517754425
200.,16.,40.,0.11521815254272842
200.,16.,45.,0.10162732616382679
200.,16.,50.,0.09090629859579928
200.,32.,15.,0.5329417823195127
200.,32.,20.,0.37049221956404893
200.,32.,25.,0.2842896398422683
200.,32.,30.,0.2307299225855011
200.,32.,35.,0.19418983808701593
200.,32.,40.,0.16765774178974113
200.,32.,45.,0.1475126197304614
200.,32.,50.,0.1316938545679039
200.,64.,15.,0.7638834014107141
200.,64.,20.,0.516918566667895
200.,64.,25.,0.39149379778539134
200.,64.,30.,0.31528688725491294
200.,64.,35.,0.2640000478311633
200.,64.,40.,0.22710133575793748
200.,64.,45.,0.1992704921873182
200.,64.,50.,0.17752598345045853
200.,128.,15.,1.0562336899887268
200.,128.,20.,0.6905341083950921
200.,128.,25.,0.5149441471368233
200.,128.,30.,0.4110583896321332
200.,128.,35.,0.3422296940080113
200.,128.,40.,0.2932197345866033
200.,128.,45.,0.25652465385852186
200.,128.,50.,0.22801156680279797
200.,256.,15.,1.4359369175716679
200.,256.,20.,0.8966339180446976
200.,256.,25.,0.6562911889291063
200.,256.,30.,0.5185934400397667
200.,256.,35.,0.42900020513743425
200.,256.,40.,0.36594442224109514
200.,256.,45.,0.3191161218120795
200.,256.,50.,0.28294774339184525
200.,512.,15.,1.9546604268607417
200.,512.,20.,1.1436119716348456
200.,512.,25.,0.8181241479884593
200.,512.,30.,0.6388872717531059
200.,512.,35.,0.5247085050597708
200.,512.,40.,0.4454055308995175
200.,512.,45.,0.38704309318130903
200.,512.,50.,0.34226331317441616
200.,1024.,15.,2.7360150766172793
200.,1024.,20.,1.4449534968202993
200.,1024.,25.,1.0042442755900178
200.,1024.,30.,0.7734182825938153
200.,1024.,35.,0.6300119966072142
200.,1024.,40.,0.5319032585629616
200.,1024.,45.,0.46042929564646623
200.,1024.,50.,0.40598733400801257
300.,2.,15.,0.023242730536521983
300.,2.,20.,0.01726539231695033
300.,2.,25.,0.013734064525287944
300.,2.,30.,0.011402169872739142
300.,2.,35.,0.009747275145633687
300.,2.,40.,0.008511908837361146
300.,2.,45.,0.007554477518670752
